Sl_No,12th_Name,12th_Board,Total Lang1,Total Lang2,Total Math,Total PHY,Total CHE,Total BIO/other,Total CS/IT,12th_Pct,10th_Pct,10th_Board,10th_Medium,STEM_Total,STEM_Avg,Overall_Avg,Aptitude,BIO_score,LANG_score,OVERALL,MATH_STEM_RATIO,CS_STEM_RATIO,LANG_OVERALL_RATIO,CBSE_FLAG,ENGLISH_MEDIUM,Total Math_PERCENTILE,Total PHY_PERCENTILE,Total CS/IT_PERCENTILE,Total BIO/other_PERCENTILE,career_20
1619,HS,CBSE,88.0,89.0,68,69,84.0,84.0,83.0,82.8,82.2,WBBSE,English,304.0,76.0,82.5,Medium,84.0,88.5,82.5,0.2236842105263158,0.2730263157894737,1.0727272727272728,1,1,0.3939566704675028,0.36630558722919043,0.4991448118586089,0.7725199543899658,4
1620,HS,WBCHSE,90.0,81.0,87,78,85.0,80.0,70.0,84.2,82.2,WBBSE,English,320.0,80.0,83.2,Medium,80.0,85.5,83.2,0.271875,0.21875,1.0276442307692308,0,1,0.7671037628278221,0.5781071835803877,0.06100342075256556,0.4985746864310148,2
1621,HS,ISC,83.0,96.0,64,67,66.0,80.0,81.0,78.6,82.2,WBBSE,English,278.0,69.5,80.4,Medium,80.0,89.5,80.4,0.2302158273381295,0.29136690647482016,1.11318407960199,0,1,0.3209806157354618,0.33409350057012543,0.13911060433295325,0.4985746864310148,9
1622,HS,Higher secondary of Education ,71.0,86.0,46,55,52.0,80.0,51.0,55.0,82.2,WBBSE,English,204.0,51.0,68.6,Low,80.0,78.5,68.6,0.22549019607843138,0.25,1.1443148688046647,0,1,0.059578107183580385,0.1080387685290764,0.004561003420752566,0.4985746864310148,12
1623,HS,HIGHER SECONDARY,97.0,68.0,86,80,85.0,90.0,83.0,87.6,82.2,WBBSE,English,334.0,83.5,84.9,High,90.0,82.5,84.9,0.25748502994011974,0.24850299401197604,0.9717314487632508,0,1,0.750570125427594,0.61345496009122,0.4991448118586089,0.8762827822120867,2
1624,HS,Aditya Kumar ,72.0,53.0,62,64,57.0,53.0,83.0,61.6,82.2,WBBSE,English,266.0,66.5,71.9,Medium,53.0,62.5,71.9,0.23308270676691728,0.31203007518796994,0.8692628650904033,0,1,0.282497149372862,0.2759407069555302,0.4991448118586089,0.021664766248574687,19
1625,HS,ISC,88.0,90.0,43,53,51.0,67.0,83.0,69.8,82.2,WBBSE,English,230.0,57.5,76.0,Low,67.0,89.0,76.0,0.18695652173913044,0.36086956521739133,1.1710526315789473,0,1,0.01282782212086659,0.08523375142531357,0.4991448118586089,0.1265678449258837,9
1626,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,70.0,77.0,68,78,80.0,70.0,83.0,75.0,82.2,WBBSE,English,309.0,77.25,78.6,Medium,70.0,73.5,78.6,0.22006472491909385,0.2686084142394822,0.935114503816794,0,1,0.3939566704675028,0.5781071835803877,0.4991448118586089,0.1525085518814139,4
1627,HS,Higher Secondary Examination,71.0,81.0,75,84,84.0,80.0,71.0,79.0,82.2,WBBSE,English,314.0,78.5,80.6,Medium,80.0,76.0,80.6,0.23885350318471338,0.22611464968152867,0.9429280397022333,0,1,0.5253705815279361,0.7274800456100342,0.06784492588369441,0.4985746864310148,4
1628,HS,WBCHSE,85.0,90.0,88,76,80.0,80.0,83.0,83.8,82.2,WBBSE,English,327.0,81.75,83.0,High,80.0,87.5,83.0,0.2691131498470948,0.25382262996941896,1.0542168674698795,0,1,0.7847776510832383,0.5267958950969214,0.4991448118586089,0.4985746864310148,2
1629,HS,ISC,97.0,84.0,97,92,81.0,80.0,93.0,92.6,82.2,WBBSE,English,363.0,90.75,87.4,High,80.0,90.5,87.4,0.26721763085399447,0.256198347107438,1.0354691075514872,0,1,0.9552451539338654,0.9144811858608894,0.9332953249714937,0.4985746864310148,1
1630,HS,HS,78.0,82.0,90,61,77.0,82.0,83.0,81.8,82.2,WBBSE,English,311.0,77.75,82.0,Medium,82.0,80.0,82.0,0.28938906752411575,0.26688102893890675,0.975609756097561,0,1,0.8192702394526796,0.20496009122006842,0.4991448118586089,0.7346066134549601,3
1631,HS,HS,91.0,91.0,94,81,93.0,95.0,83.0,92.8,82.2,WBBSE,English,351.0,87.75,87.5,High,95.0,91.0,87.5,0.2678062678062678,0.23646723646723647,1.04,0,1,0.9033637400228051,0.6476624857468644,0.4991448118586089,0.9649372862029647,1
1632,HS,Isc,98.0,94.0,96,90,78.0,85.0,83.0,92.6,82.2,WBBSE,English,347.0,86.75,87.4,High,85.0,96.0,87.4,0.276657060518732,0.23919308357348704,1.0983981693363845,0,1,0.9415621436716077,0.8608893956670467,0.4991448118586089,0.7907639680729761,1
1633,HS,SENIOR SCHOOL CERTIFICATE EXAMINATION,76.0,86.0,49,57,57.0,80.0,75.0,62.8,82.2,WBBSE,English,238.0,59.5,72.5,Low,80.0,81.0,72.5,0.20588235294117646,0.31512605042016806,1.1172413793103448,0,1,0.08437856328392246,0.13740022805017105,0.09350057012542759,0.4985746864310148,10
1634,HS,HIGHER SECONDARY,87.0,91.0,93,75,71.0,65.0,83.0,83.4,82.2,WBBSE,English,322.0,80.5,82.80000000000001,High,65.0,89.0,82.80000000000001,0.2888198757763975,0.2577639751552795,1.07487922705314,0,1,0.8848346636259977,0.4991448118586089,0.4991448118586089,0.09920182440136831,2
1635,HS,ISC,90.0,83.0,92,73,63.0,80.0,89.0,85.4,82.2,WBBSE,English,317.0,79.25,83.80000000000001,Medium,80.0,86.5,83.80000000000001,0.2902208201892745,0.2807570977917981,1.0322195704057278,0,1,0.8657354618015963,0.45923603192702395,0.8908209806157354,0.4985746864310148,3
1636,HS,Higher Secondary Examination ,82.0,80.0,78,84,84.0,73.0,83.0,81.6,82.2,WBBSE,English,329.0,82.25,81.9,High,73.0,81.0,81.9,0.23708206686930092,0.25227963525835867,0.9890109890109889,0,1,0.5920752565564424,0.7274800456100342,0.4991448118586089,0.1961231470923603,2
1637,HS,Higher Secondary Examination,85.0,83.0,90,68,81.0,86.0,83.0,85.0,82.2,WBBSE,English,322.0,80.5,83.6,High,86.0,84.0,83.6,0.2795031055900621,0.2577639751552795,1.0047846889952154,0,1,0.8192702394526796,0.35347776510832385,0.4991448118586089,0.8084378563283923,2
1638,HS,HIGHER SECONDARY EXAMINATION  ,88.0,90.0,67,57,57.0,80.0,83.0,71.8,82.2,WBBSE,English,264.0,66.0,77.0,Medium,80.0,89.0,77.0,0.2537878787878788,0.3143939393939394,1.155844155844156,0,1,0.37457240592930446,0.13740022805017105,0.4991448118586089,0.4985746864310148,9
1639,HS,W.B.C.H.S.E.,84.0,90.0,90,66,75.0,92.0,83.0,86.2,82.2,WBBSE,English,314.0,78.5,84.2,Medium,92.0,87.0,84.2,0.28662420382165604,0.2643312101910828,1.033254156769596,0,1,0.8192702394526796,0.31442417331813,0.4991448118586089,0.9184720638540479,3
1640,HS,HIGHER SECONDARY EXAMINATION,96.0,82.0,95,76,83.0,81.0,83.0,87.4,82.2,WBBSE,English,337.0,84.25,84.80000000000001,High,81.0,89.0,84.80000000000001,0.2818991097922849,0.24629080118694363,1.0495283018867922,0,1,0.9233181299885975,0.5267958950969214,0.4991448118586089,0.7115165336374002,2
1641,HS,Higher secondary ,85.0,93.0,90,75,95.0,80.0,87.0,90.0,82.2,WBBSE,English,347.0,86.75,86.1,High,80.0,89.0,86.1,0.25936599423631124,0.2507204610951009,1.0336817653890826,0,1,0.8192702394526796,0.4991448118586089,0.8720068415051311,0.4985746864310148,1
1642,HS,WBCHSE,73.0,90.0,76,54,73.0,80.0,76.0,77.6,82.2,WBBSE,English,279.0,69.75,79.9,Medium,80.0,81.5,79.9,0.2724014336917563,0.2724014336917563,1.0200250312891113,0,1,0.5513112884834663,0.09606613454960092,0.10119726339794755,0.4985746864310148,10
1643,HS,Mouli Dey,82.0,70.0,68,84,84.0,73.0,83.0,78.6,82.2,WBBSE,English,319.0,79.75,80.4,Medium,73.0,76.0,80.4,0.21316614420062696,0.2601880877742947,0.9452736318407959,0,1,0.3939566704675028,0.7274800456100342,0.4991448118586089,0.1961231470923603,4
1644,HS,PALLAB ROY,85.0,91.0,68,51,60.0,80.0,74.0,75.6,82.2,WBBSE,English,253.0,63.25,78.9,Medium,80.0,88.0,78.9,0.26877470355731226,0.2924901185770751,1.1153358681875791,0,1,0.3939566704675028,0.042759407069555305,0.08551881413911061,0.4985746864310148,9
1645,HS,PRITAM BASU,81.0,85.0,81,64,86.0,95.0,83.0,85.6,82.2,WBBSE,English,314.0,78.5,83.9,Medium,95.0,83.0,83.9,0.25796178343949044,0.2643312101910828,0.9892729439809296,0,1,0.6505131128848347,0.2759407069555302,0.4991448118586089,0.9649372862029647,4
1646,HS,AISSCE '2021,85.0,86.0,63,75,69.0,80.0,75.0,73.4,82.2,WBBSE,English,282.0,70.5,77.80000000000001,Medium,80.0,85.5,77.80000000000001,0.22340425531914893,0.26595744680851063,1.0989717223650384,0,1,0.3024515393386545,0.4991448118586089,0.09350057012542759,0.4985746864310148,9
1647,HS,RAJ SEKHAR PAL,87.0,86.0,72,74,67.0,76.0,83.0,75.2,82.2,WBBSE,English,296.0,74.0,78.7,Medium,76.0,86.5,78.7,0.24324324324324326,0.28040540540540543,1.099110546378653,0,1,0.4655074116305587,0.47690992018244016,0.4991448118586089,0.2525655644241733,9
1648,HS,Higher Secondary Examination,80.0,85.0,80,67,92.0,87.0,83.0,84.8,82.2,WBBSE,English,322.0,80.5,83.5,High,87.0,82.5,83.5,0.2484472049689441,0.2577639751552795,0.9880239520958084,0,1,0.6271379703534777,0.33409350057012543,0.4991448118586089,0.8278221208665907,2
1649,HS,ISC,91.0,93.0,89,90,71.0,76.0,83.0,87.8,82.2,WBBSE,English,333.0,83.25,85.0,High,76.0,92.0,85.0,0.2672672672672673,0.24924924924924924,1.0823529411764705,0,1,0.79903078677309,0.8608893956670467,0.4991448118586089,0.2525655644241733,2
1650,HS,Higher Secondary ,91.0,86.0,92,74,90.0,82.0,83.0,88.2,82.2,WBBSE,English,339.0,84.75,85.2,High,82.0,88.5,85.2,0.2713864306784661,0.2448377581120944,1.0387323943661972,0,1,0.8657354618015963,0.47690992018244016,0.4991448118586089,0.7346066134549601,2
1651,HS,ISC,85.0,90.0,54,64,56.0,62.0,83.0,71.4,82.2,WBBSE,English,257.0,64.25,76.80000000000001,Medium,62.0,87.5,76.80000000000001,0.21011673151750973,0.3229571984435798,1.1393229166666665,0,1,0.13968072976054732,0.2759407069555302,0.4991448118586089,0.06870011402508552,9
1652,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EXAMINATION ,73.0,76.0,60,78,78.0,66.0,83.0,74.2,82.2,WBBSE,English,299.0,74.75,78.2,Medium,66.0,74.5,78.2,0.20066889632107024,0.27759197324414714,0.9526854219948849,0,1,0.2354618015963512,0.5781071835803877,0.4991448118586089,0.11345496009122007,10
1653,HS,Higher secondary ,73.0,86.0,100,78,90.0,97.0,83.0,90.2,82.2,WBBSE,English,351.0,87.75,86.2,High,97.0,79.5,86.2,0.2849002849002849,0.23646723646723647,0.9222737819025522,0,1,0.991448118586089,0.5781071835803877,0.4991448118586089,0.9846066134549601,1
1654,HS,AISSCE,88.0,86.0,84,93,84.0,80.0,82.0,86.2,82.2,WBBSE,English,343.0,85.75,84.2,High,80.0,87.0,84.2,0.24489795918367346,0.239067055393586,1.033254156769596,0,1,0.7115165336374002,0.9332953249714937,0.14737742303306728,0.4985746864310148,1
1655,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,91.0,90.0,76,62,74.0,82.0,83.0,82.6,82.2,WBBSE,English,295.0,73.75,82.4,Medium,82.0,90.5,82.4,0.2576271186440678,0.28135593220338984,1.0983009708737863,0,1,0.5513112884834663,0.2266248574686431,0.4991448118586089,0.7346066134549601,6
1656,HS,HIGHER SECONDARY ,81.0,85.0,85,71,87.0,88.0,83.0,85.2,82.2,WBBSE,English,326.0,81.5,83.7,High,88.0,83.0,83.7,0.2607361963190184,0.254601226993865,0.991636798088411,0,1,0.7320410490307868,0.41191562143671606,0.4991448118586089,0.8483466362599772,2
1657,HS,Indian School Certificate,84.0,84.0,65,68,52.0,74.0,83.0,75.0,82.2,WBBSE,English,268.0,67.0,78.6,Medium,74.0,84.0,78.6,0.24253731343283583,0.30970149253731344,1.0687022900763359,0,1,0.33836944127708096,0.35347776510832385,0.4991448118586089,0.2112314709236032,9
1658,HS,HS EXAMINATION ,83.0,94.0,99,76,88.0,87.0,83.0,90.2,82.2,WBBSE,English,346.0,86.5,86.2,High,87.0,88.5,86.2,0.2861271676300578,0.2398843930635838,1.0266821345707657,0,1,0.9786202964652223,0.5267958950969214,0.4991448118586089,0.8278221208665907,1
1659,HS,WBCHSE,95.0,81.0,100,81,92.0,90.0,83.0,91.6,82.2,WBBSE,English,356.0,89.0,86.9,High,90.0,88.0,86.9,0.2808988764044944,0.23314606741573032,1.0126582278481011,0,1,0.991448118586089,0.6476624857468644,0.4991448118586089,0.8762827822120867,1
1660,HS,HS,83.0,80.0,70,64,76.0,92.0,83.0,80.2,82.2,WBBSE,English,293.0,73.25,81.2,Medium,92.0,81.5,81.2,0.23890784982935154,0.2832764505119454,1.003694581280788,0,1,0.4258836944127708,0.2759407069555302,0.4991448118586089,0.9184720638540479,10
1661,HS,SMRITI KHAMARU,90.0,80.0,75,68,70.0,93.0,83.0,81.6,82.2,WBBSE,English,296.0,74.0,81.9,Medium,93.0,85.0,81.9,0.2533783783783784,0.28040540540540543,1.0378510378510377,0,1,0.5253705815279361,0.35347776510832385,0.4991448118586089,0.935290763968073,9
1662,HS,AISSCE,90.0,86.0,85,82,91.0,78.0,83.0,85.2,82.2,WBBSE,English,341.0,85.25,83.7,High,78.0,88.0,83.7,0.24926686217008798,0.2434017595307918,1.051373954599761,0,1,0.7320410490307868,0.677023945267959,0.4991448118586089,0.2859179019384265,1
1663,HS,Indian School Certificate(ISC) ,86.0,86.0,47,45,50.0,55.0,83.0,56.6,82.2,WBBSE,English,225.0,56.25,69.4,Low,55.0,86.0,69.4,0.2088888888888889,0.3688888888888889,1.239193083573487,0,1,0.07183580387685291,0.0028506271379703536,0.4991448118586089,0.031071835803876853,9
1664,HS,WB ,81.0,75.0,90,73,80.0,80.0,85.0,82.2,82.2,WBBSE,English,328.0,82.0,82.2,High,80.0,78.0,82.2,0.27439024390243905,0.25914634146341464,0.948905109489051,0,1,0.8192702394526796,0.45923603192702395,0.8557582668187002,0.4985746864310148,2
1665,HS,Higher Secondary,67.0,80.0,70,82,82.0,75.0,83.0,77.8,82.2,WBBSE,English,317.0,79.25,80.0,Medium,75.0,73.5,80.0,0.22082018927444794,0.2618296529968454,0.91875,0,1,0.4258836944127708,0.677023945267959,0.4991448118586089,0.23090079817559864,4
1666,HS,Souvik Biswas ,85.0,88.0,82,74,88.0,92.0,83.0,87.0,82.2,WBBSE,English,327.0,81.75,84.6,High,92.0,86.5,84.6,0.25076452599388377,0.25382262996941896,1.0224586288416075,0,1,0.6710376282782212,0.47690992018244016,0.4991448118586089,0.9184720638540479,2
1667,HS,CBSE SENIOR SECONDARY CERTIFICATE EXAMINATION 2022,84.0,86.0,51,62,80.0,72.0,83.0,69.8,82.2,WBBSE,English,276.0,69.0,76.0,Medium,72.0,85.0,76.0,0.18478260869565216,0.3007246376811594,1.118421052631579,1,1,0.0983466362599772,0.2266248574686431,0.4991448118586089,0.18329532497149373,9
1668,HS,HIGHER SECONDARY,83.0,88.0,95,92,98.0,98.0,83.0,94.2,82.2,WBBSE,English,368.0,92.0,88.2,High,98.0,85.5,88.2,0.25815217391304346,0.22554347826086957,0.9693877551020408,0,1,0.9233181299885975,0.9144811858608894,0.4991448118586089,0.9888825541619156,1
1669,HS,Higher secondary ,92.0,78.0,95,67,85.0,93.0,83.0,88.6,82.2,WBBSE,English,330.0,82.5,85.4,High,93.0,85.0,85.4,0.2878787878787879,0.2515151515151515,0.9953161592505854,0,1,0.9233181299885975,0.33409350057012543,0.4991448118586089,0.935290763968073,2
1670,HS,HIGHER SECONDARY EXAMINATION,83.0,88.0,74,71,81.0,84.0,83.0,82.0,82.2,WBBSE,English,309.0,77.25,82.1,Medium,84.0,85.5,82.1,0.23948220064724918,0.2686084142394822,1.041412911084044,0,1,0.5017103762827823,0.41191562143671606,0.4991448118586089,0.7725199543899658,4
1671,HS,HIGHER SECONDARY EXAMINATION ,87.0,85.0,63,87,88.0,73.0,83.0,84.0,82.2,WBBSE,English,321.0,80.25,83.1,High,73.0,86.0,83.1,0.19626168224299065,0.2585669781931464,1.0348977135980746,0,1,0.3024515393386545,0.8013112884834663,0.4991448118586089,0.1961231470923603,2
1672,HS,HIGHER SECONDARY ,90.0,78.0,76,74,82.0,93.0,83.0,83.8,82.2,WBBSE,English,315.0,78.75,83.0,Medium,93.0,84.0,83.0,0.24126984126984127,0.2634920634920635,1.0120481927710843,0,1,0.5513112884834663,0.47690992018244016,0.4991448118586089,0.935290763968073,4
1673,HS,HIGHER SECONDARY EXAMINATION 2022,85.0,82.0,83,57,81.0,94.0,83.0,85.0,82.2,WBBSE,English,304.0,76.0,83.6,Medium,94.0,83.5,83.6,0.2730263157894737,0.2730263157894737,0.9988038277511962,0,1,0.6918472063854048,0.13740022805017105,0.4991448118586089,0.9503990877993158,4
1674,HS,Senior School Certificate ,84.0,86.0,45,62,54.0,80.0,62.0,61.4,82.2,WBBSE,English,223.0,55.75,71.8,Low,80.0,85.0,71.8,0.20179372197309417,0.27802690582959644,1.1838440111420614,0,1,0.04532497149372862,0.2266248574686431,0.027936145952109463,0.4985746864310148,9
1675,HS,Senior School Certificate Examination,90.0,90.0,94,79,83.0,80.0,87.0,88.8,82.2,WBBSE,English,343.0,85.75,85.5,High,80.0,90.0,85.5,0.27405247813411077,0.2536443148688047,1.0526315789473684,0,1,0.9033637400228051,0.5915051311288484,0.8720068415051311,0.4985746864310148,1
1676,HS,West Bengal Council of Higher Secondary Education,84.0,81.0,81,85,84.0,80.0,75.0,83.0,82.2,WBBSE,English,325.0,81.25,82.6,High,80.0,82.5,82.6,0.24923076923076923,0.23076923076923078,0.9987893462469735,0,1,0.6505131128848347,0.7522805017103763,0.09350057012542759,0.4985746864310148,2
1677,HS,HIGHER SECONDARY (H.S),68.0,93.0,83,54,72.0,80.0,83.0,74.0,82.2,WBBSE,English,292.0,73.0,78.1,Medium,80.0,80.5,78.1,0.2842465753424658,0.2842465753424658,1.030729833546735,0,1,0.6918472063854048,0.09606613454960092,0.4991448118586089,0.4985746864310148,7
1678,HS,INDIAN SCHOOL CERTIFICATE ,72.0,90.0,57,61,51.0,76.0,83.0,71.2,82.2,WBBSE,English,252.0,63.0,76.7,Medium,76.0,81.0,76.7,0.2261904761904762,0.32936507936507936,1.0560625814863103,0,1,0.18899657924743443,0.20496009122006842,0.4991448118586089,0.2525655644241733,10
1679,HS,CBSE,85.0,67.0,76,76,80.0,80.0,77.0,78.8,82.2,WBBSE,English,309.0,77.25,80.5,Medium,80.0,76.0,80.5,0.2459546925566343,0.24919093851132687,0.9440993788819876,1,1,0.5513112884834663,0.5267958950969214,0.10661345496009123,0.4985746864310148,4
1680,HS,CBSE 12th,83.0,86.0,59,67,73.0,84.0,83.0,73.2,82.2,WBBSE,English,282.0,70.5,77.7,Medium,84.0,84.5,77.7,0.20921985815602837,0.29432624113475175,1.0875160875160874,1,1,0.21522234891676167,0.33409350057012543,0.4991448118586089,0.7725199543899658,9
1681,HS,ISC ( Indian School Certificate ),81.0,71.0,55,61,54.0,80.0,75.0,68.6,82.2,WBBSE,English,245.0,61.25,75.4,Medium,80.0,76.0,75.4,0.22448979591836735,0.30612244897959184,1.0079575596816976,0,1,0.15592930444697833,0.20496009122006842,0.09350057012542759,0.4985746864310148,10
1682,HS,Higher Secondary,92.0,90.0,87,73,84.0,91.0,83.0,88.8,82.2,WBBSE,English,327.0,81.75,85.5,High,91.0,91.0,85.5,0.26605504587155965,0.25382262996941896,1.064327485380117,0,1,0.7671037628278221,0.45923603192702395,0.4991448118586089,0.9007981755986317,2
1683,HS,HS ,84.0,80.0,77,71,70.0,88.0,83.0,80.0,82.2,WBBSE,English,301.0,75.25,81.1,Medium,88.0,82.0,81.1,0.2558139534883721,0.2757475083056478,1.0110974106041923,0,1,0.5738312428734321,0.41191562143671606,0.4991448118586089,0.8483466362599772,4
1684,HS,Higher Secondary Examination,91.0,98.0,84,64,71.0,91.0,83.0,87.0,82.2,WBBSE,English,302.0,75.5,84.6,Medium,91.0,94.5,84.6,0.2781456953642384,0.27483443708609273,1.1170212765957448,0,1,0.7115165336374002,0.2759407069555302,0.4991448118586089,0.9007981755986317,4
1685,HS,HIGHER SECONDARY EXAMINATION ,88.0,95.0,96,70,96.0,96.0,83.0,94.2,82.2,WBBSE,English,345.0,86.25,88.2,High,96.0,91.5,88.2,0.2782608695652174,0.24057971014492754,1.0374149659863945,0,1,0.9415621436716077,0.3848346636259977,0.4991448118586089,0.9774800456100342,1
1686,HS,WBCHSE,77.0,66.0,82,61,88.0,90.0,83.0,80.6,82.2,WBBSE,English,314.0,78.5,81.4,Medium,90.0,71.5,81.4,0.2611464968152866,0.2643312101910828,0.8783783783783783,0,1,0.6710376282782212,0.20496009122006842,0.4991448118586089,0.8762827822120867,4
1687,HS,INDIAN SCHOOL CERTIFICATE,73.0,86.0,46,56,45.0,80.0,64.0,56.8,82.2,WBBSE,English,211.0,52.75,69.5,Low,80.0,79.5,69.5,0.21800947867298578,0.3033175355450237,1.143884892086331,0,1,0.059578107183580385,0.12343215507411631,0.033352337514253136,0.4985746864310148,12
1688,HS,INDIAN SCHOOL CERTIFICATE (ISC) EXAMINATION ,84.0,92.0,74,52,60.0,64.0,83.0,74.8,82.2,WBBSE,English,269.0,67.25,78.5,Medium,64.0,88.0,78.5,0.275092936802974,0.30855018587360594,1.1210191082802548,0,1,0.5017103762827823,0.06727480045610035,0.4991448118586089,0.08637400228050171,9
1689,HS,Higher Secondary,90.0,93.0,90,82,93.0,80.0,94.0,92.0,82.2,WBBSE,English,359.0,89.75,87.1,High,80.0,91.5,87.1,0.25069637883008355,0.2618384401114206,1.050516647531573,0,1,0.8192702394526796,0.677023945267959,0.9464082098061574,0.4985746864310148,1
1690,HS,Higher Secondary Examination,71.0,67.0,70,75,75.0,68.0,83.0,71.8,82.2,WBBSE,English,303.0,75.75,77.0,Medium,68.0,69.0,77.0,0.23102310231023102,0.2739273927392739,0.8961038961038961,0,1,0.4258836944127708,0.4991448118586089,0.4991448118586089,0.13768529076396807,4
1691,HS,Higher Secondary,75.0,87.0,80,77,90.0,80.0,83.0,81.8,82.2,WBBSE,English,330.0,82.5,82.0,High,80.0,81.0,82.0,0.24242424242424243,0.2515151515151515,0.9878048780487805,0,1,0.6271379703534777,0.5538768529076397,0.4991448118586089,0.4985746864310148,2
1692,HS,WBCHSE,92.0,99.0,90,85,92.0,94.0,83.0,93.4,82.2,WBBSE,English,350.0,87.5,87.80000000000001,High,94.0,95.5,87.80000000000001,0.2571428571428571,0.23714285714285716,1.0876993166287015,0,1,0.8192702394526796,0.7522805017103763,0.4991448118586089,0.9503990877993158,1
1693,HS,AISSCE,78.0,78.0,49,55,57.0,80.0,83.0,63.4,82.2,WBBSE,English,244.0,61.0,72.8,Medium,80.0,78.0,72.8,0.20081967213114754,0.3401639344262295,1.0714285714285714,0,1,0.08437856328392246,0.1080387685290764,0.4991448118586089,0.4985746864310148,10
1694,HS,WEST BENGAL HIGHER SECONDARY EXAMINATION ,88.0,86.0,74,90,90.0,90.0,83.0,88.8,82.2,WBBSE,English,337.0,84.25,85.5,High,90.0,87.0,85.5,0.2195845697329377,0.24629080118694363,1.0175438596491229,0,1,0.5017103762827823,0.8608893956670467,0.4991448118586089,0.8762827822120867,2
1695,HS,Senior Secondary Class 12,87.0,88.0,55,65,61.0,80.0,79.0,76.0,82.2,WBBSE,English,260.0,65.0,79.1,Medium,80.0,87.5,79.1,0.21153846153846154,0.3038461538461538,1.106194690265487,0,1,0.15592930444697833,0.2967502850627138,0.12086659064994298,0.4985746864310148,9
1696,HS,ISC,69.0,86.0,62,62,48.0,80.0,72.0,62.6,82.2,WBBSE,English,244.0,61.0,72.4,Medium,80.0,77.5,72.4,0.2540983606557377,0.29508196721311475,1.070441988950276,0,1,0.282497149372862,0.2266248574686431,0.07383124287343215,0.4985746864310148,10
1697,HS,ISC(CISCE),90.0,91.0,82,67,65.0,78.0,83.0,81.6,82.2,WBBSE,English,297.0,74.25,81.9,Medium,78.0,90.5,81.9,0.2760942760942761,0.27946127946127947,1.1050061050061049,0,1,0.6710376282782212,0.33409350057012543,0.4991448118586089,0.2859179019384265,7
1698,HS,Higher Secondary Examination ,57.0,80.0,71,60,60.0,80.0,75.0,69.2,82.2,WBBSE,English,266.0,66.5,75.7,Medium,80.0,68.5,75.7,0.2669172932330827,0.2819548872180451,0.904887714663144,0,1,0.44954389965792474,0.1790193842645382,0.09350057012542759,0.4985746864310148,10
1699,HS,WBCHSE,80.0,86.0,96,87,99.0,82.0,83.0,90.0,82.2,WBBSE,English,365.0,91.25,86.1,High,82.0,83.0,86.1,0.26301369863013696,0.2273972602739726,0.9639953542392568,0,1,0.9415621436716077,0.8013112884834663,0.4991448118586089,0.7346066134549601,1
1700,HS,HIGHER SECONDARY ,81.0,86.0,92,77,96.0,75.0,83.0,86.4,82.2,WBBSE,English,348.0,87.0,84.30000000000001,High,75.0,83.5,84.30000000000001,0.26436781609195403,0.23850574712643677,0.9905100830367733,0,1,0.8657354618015963,0.5538768529076397,0.4991448118586089,0.23090079817559864,1
