Sl_No,12th_Name,12th_Board,Total Lang1,Total Lang2,Total Math,Total PHY,Total CHE,Total BIO/other,Total CS/IT,12th_Pct,10th_Pct,10th_Board,10th_Medium,STEM_Total,STEM_Avg,Overall_Avg,Aptitude
551,SSCE,Central Board Of Secondary Education,89.0,90.0,82,71,81.0,84.0,83.0,85.2,0.9133,"Council For The Indian School Certificate Examinations, New Delhi",English,317.0,79.25,43.056650000000005,Medium
552,SSCE,CBSE,57.0,86.0,47,53,60.0,80.0,65.0,56.4,65.2,CBSE,English,225.0,56.25,60.8,Low
553,HS,Wbchse ,81.0,84.0,82,62,86.0,80.0,83.0,82.6,0.78,Wbbse ,Bengali,313.0,78.25,41.69,Medium
554,SSCE,CBSE ,77.0,86.0,52,61,53.0,80.0,58.0,65.8,82.85,ICSE ,English,224.0,56.0,74.32499999999999,Low
555,HS,West Bengal Council of Higher Secondary Education ,90.0,98.0,67,80,88.0,94.0,83.0,90.0,87.0,West Bengal Board of Secondary Education ,Bengali,318.0,79.5,88.5,Medium
556,HS,WBCHSE ,56.0,57.0,47,50,42.0,50.0,83.0,52.0,0.69,WBBSE,Bengali,222.0,55.5,26.345,Low
557,HS,WBCHSE,83.0,75.0,66,56,72.0,82.0,83.0,75.6,67.14,WBBSE,Bengali,277.0,69.25,71.37,Medium
558,Other,CENTRAL BOARD OF SECONDARY EDUCATION,86.0,66.0,54,55,53.0,80.0,59.0,64.0,83.5,CENTRAL BOARD OF SECONDARY EDUCATION,English,221.0,55.25,73.75,Low
559,HS,WBCHSE ,75.0,81.0,45,51,60.0,60.0,83.0,65.4,0.6214,WBBSE,Bengali,239.0,59.75,33.0107,Low
560,SSCE,CENTRAL BOARD OF SECONDARY EDUCATION ,82.0,94.0,65,86,82.0,80.0,70.0,82.8,0.942,CENTRAL BOARD OF SECONDARY EDUCATION ,English,303.0,75.75,41.870999999999995,Medium
561,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION ,80.0,78.0,68,74,57.0,76.0,83.0,75.2,86.86,WEST BENGAL BOARD OF SECONDARY EDUCATION ,Bengali,282.0,70.5,81.03,Medium
562,ISC,Council for the Indian School Certificate Examinations,80.0,86.0,55,52,50.0,80.0,88.0,65.0,90.2,Council for the Indian School Certificate Examinations,English,245.0,61.25,77.6,Medium
563,SSCE,CBSE,84.0,86.0,71,76,67.0,80.0,69.0,73.4,0.88,CBSE,English,283.0,70.75,37.14,Medium
564,HS,West Bengal Council of Higher Secondary Education (WBCHSE),84.0,86.0,83,67,66.0,74.0,83.0,78.8,0.8757,West Bengal Board of Secondary Education (WBBSE),Bengali,299.0,74.75,39.837849999999996,Medium
565,HS,CENTRAL BOARD OF SECONDARY EDUCATION ,79.0,80.0,74,81,82.0,81.0,83.0,80.6,80.2,CENTRAL BOARD OF SECONDARY EDUCATION ,English,320.0,80.0,80.4,Medium
566,HS,West Bengal Council Of Higher Secondary Education ,84.0,99.0,86,78,78.0,82.0,83.0,85.8,91.0,West Bengal Board Of Secondary Education ,Bengali,325.0,81.25,88.4,High
567,Other,Central Board of Secondary Education ,74.0,86.0,52,56,51.0,75.0,83.0,61.6,85.5,West Bengal Board of Secondary Education ,English,242.0,60.5,73.55,Medium
568,HS,WBCHSE,80.0,82.0,53,52,74.0,78.0,83.0,73.4,0.8514,WBBSE,Bengali,262.0,65.5,37.1257,Medium
569,HS,WBCHSE ,92.0,90.0,44,58,70.0,72.0,83.0,76.4,0.727,WBBSE ,Bengali,255.0,63.75,38.563500000000005,Medium
570,HS,West Bengal Council Of Higher Secondary Education ,65.0,66.0,44,50,50.0,57.0,83.0,57.6,74.2,Maharashtra State Board Of Secondary & Higher Secondary Education ,English,227.0,56.75,65.9,Low
571,HS,West Bengal Council of Higher Secondary Education ,57.0,74.0,53,51,60.0,60.0,83.0,60.8,78.0,WEST BENGAL BOARD OF SECONDARY EDUCATION ,Bengali,247.0,61.75,69.4,Medium
572,HS,West Bengal Board of Secondary Education ,86.0,93.0,78,70,88.0,70.0,83.0,83.0,0.8457,West Bengal Board of Secondary Education ,Bengali,319.0,79.75,41.92285,Medium
573,HS,WBCS,56.0,66.0,45,51,50.0,55.0,83.0,55.6,0.7086,WBCS,Bengali,229.0,57.25,28.1543,Low
574,HS,West Bengal Council of Higher Secondary,76.0,97.0,71,64,70.0,77.0,83.0,78.2,60.0,West Bengal Board of Secondary Education,Bengali,288.0,72.0,69.1,Medium
575,ISC,Council for Indian school certificate examination,80.0,80.0,60,63,52.0,88.0,83.0,74.2,82.16,Indian certificate of secondary education,English,258.0,64.5,78.18,Medium
576,HS,West Bengal Council of Higher Secondary Education ,75.0,84.0,75,56,63.0,71.0,83.0,73.6,72.8,West Bengal Board of Secondary Education ,Bengali,277.0,69.25,73.19999999999999,Medium
577,SSCE,CENTRAL BOARD OF SECONDARY EDUCATION ,76.0,90.0,79,75,72.0,80.0,75.0,79.0,89.33,CENTRAL BOARD OF SECONDARY EDUCATION ,English,301.0,75.25,84.16499999999999,Medium
578,HS,WBCHSE ,81.0,90.0,51,57,51.0,62.0,83.0,68.2,73.85,WBBSE,Bengali,242.0,60.5,71.025,Medium
579,HS,West Bengal Council of Higher Secondary Education ,78.0,76.0,94,81,82.0,91.0,83.0,85.2,75.85,West Bengal Board of Secondary Education ,Bengali,340.0,85.0,80.525,High
580,HS,WBCHSE ,82.0,86.0,72,60,71.0,63.0,83.0,74.8,0.836,WBBSE ,English,286.0,71.5,37.818,Medium
581,ISC,Council for Indian School Certificate ,81.0,84.0,64,59,48.0,80.0,81.0,73.8,78.33,Council for Indian Certificate of Secondary Education ,English,252.0,63.0,76.065,Medium
582,Other,BIHAR SANSKRIT SHIKSHA BOARD ,74.0,78.0,76,77,74.0,71.0,83.0,75.8,68.4,CBSE,English,310.0,77.5,72.1,Medium
583,HS,WBCHSE,70.0,94.0,60,75,51.0,54.0,83.0,70.6,95.4,WBBSE,Bengali,269.0,67.25,83.0,Medium
584,HS,CBSE ,84.0,86.0,68,73,63.0,80.0,78.0,73.2,75.0,CBSE ,English,282.0,70.5,74.1,Medium
585,ISC,ISC,80.0,86.0,39,54,55.0,73.0,83.0,60.2,80.6,ICSE,English,231.0,57.75,70.4,Low
586,ISC,CISCE,83.0,86.0,67,69,89.0,88.0,83.0,79.2,0.786,CISCE ,English,308.0,77.0,39.993,Medium
587,SSCE,Central Board of Secondary Education (CBSE),87.0,86.0,52,54,58.0,54.0,81.0,66.8,84.16,Central Board of Secondary Education (CBSE),English,245.0,61.25,75.47999999999999,Medium
588,HS,WBCHSE,60.0,83.0,64,55,53.0,62.0,83.0,64.8,68.5,WBBSE,English,255.0,63.75,66.65,Medium
589,HS,WBCHSE ,64.0,67.0,61,51,61.0,85.0,83.0,67.6,84.4,WBBSE,Bengali,256.0,64.0,76.0,Medium
590,Other,CBSE,73.0,86.0,54,60,52.0,76.0,51.0,63.0,0.8367,CBSE,English,217.0,54.25,31.91835,Low
591,HS,West Bengal council of higher secondary education ,80.0,81.0,77,67,80.0,72.0,83.0,78.0,86.85,West Bengal board of secondary education ,Bengali,307.0,76.75,82.425,Medium
592,HS,West Bengal Council of Higher Secondary Education ,78.0,77.0,44,50,51.0,63.0,83.0,63.8,83.0,West Bengal Council of Secondary Education ,Bengali,228.0,57.0,73.4,Low
593,HS,WBCHSE ,80.0,82.0,54,66,64.0,66.0,83.0,71.6,84.42,WBBSE ,Bengali,267.0,66.75,78.00999999999999,Medium
594,HS,Council of Higher Secondary Education,65.0,65.0,65,89,65.0,80.0,83.0,73.4,87.8,Indian Certificate of Secondary Education,English,302.0,75.5,80.6,Medium
595,Other,CBSE,83.0,86.0,57,52,53.0,81.0,77.0,70.2,81.33,ICSE,English,239.0,59.75,75.765,Low
596,HS,WBCHSE ,90.0,86.0,56,65,82.0,65.0,83.0,77.6,0.6,WBBSC ,Bengali,286.0,71.5,39.099999999999994,Medium
597,HS,WBCHSE,66.0,82.0,47,55,64.0,80.0,68.0,67.0,70.29,WBBSE,Bengali,234.0,58.5,68.64500000000001,Low
598,ISC,CISCE,83.0,76.0,54,72,84.0,80.0,83.0,79.0,78.0,CISCE,English,293.0,73.25,78.5,Medium
599,HS,WBCHSE,82.0,90.0,77,75,68.0,72.0,83.0,79.2,86.28,WBBSE,Bengali,303.0,75.75,82.74000000000001,Medium
600,HS,WBCHSE,65.0,91.0,58,52,81.0,76.0,83.0,74.2,69.0,WBBSE,Bengali,274.0,68.5,71.6,Medium
601,HS,WBCHSE,78.0,82.0,73,76,83.0,66.0,83.0,78.4,77.14,WBBSE,Bengali,315.0,78.75,77.77000000000001,Medium
602,HS,WBCHSE,75.0,80.0,45,50,70.0,64.0,83.0,67.8,83.86,WBBSE,Bengali,248.0,62.0,75.83,Medium
603,HS,WBCHSE,81.0,81.0,83,55,57.0,76.0,83.0,75.6,81.4,West Bengal ,Bengali,278.0,69.5,78.5,Medium
604,ISC,CISCE,82.0,81.0,69,75,65.0,80.0,91.0,79.6,79.6,CISCE,English,300.0,75.0,79.6,Medium
605,HS,WBCHSE,95.0,93.0,97,70,97.0,93.0,83.0,95.0,91.85,WBBSE,Bengali,347.0,86.75,93.425,High
606,Other,CBSE,67.0,86.0,62,50,55.0,80.0,64.0,59.6,89.14,WBBSE,English,231.0,57.75,74.37,Low
607,HS,WBCHSE,80.0,85.0,70,66,48.0,80.0,85.0,77.2,88.0,West Bengal Board ,Bengali,269.0,67.25,82.6,Medium
608,HS,West Bengal council of higher secondary education ,86.0,94.0,46,60,60.0,77.0,83.0,75.4,75.0,West Bengal board of secondary education ,Bengali,249.0,62.25,75.2,Medium
609,Other,CBSE,64.0,86.0,44,51,61.0,65.0,83.0,57.0,0.69,CBSE,English,239.0,59.75,28.845,Low
610,HS,WBCHSE,66.0,68.0,45,50,51.0,50.0,83.0,57.0,85.42,WBBSE,Hindi,229.0,57.25,71.21000000000001,Low
611,ISC,COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS ,87.0,87.0,83,51,67.0,82.0,79.0,83.6,0.88,COUNCIL FOR THE INDIAN SCHOOL CERTIFICATE EXAMINATIONS ,English,280.0,70.0,42.239999999999995,Medium
612,HS,CBSE,57.0,86.0,50,61,60.0,84.0,76.0,67.6,80.0,ICSE,English,247.0,61.75,73.8,Medium
613,HS,CBSE,80.0,86.0,44,71,78.0,80.0,77.0,70.0,92.8,CBSE,English,270.0,67.5,81.4,Medium
614,HS,WBCHSE ,71.0,81.0,44,52,51.0,62.0,83.0,63.4,83.85,WBBSE ,Bengali,230.0,57.5,73.625,Low
615,SSCE,CBSE ,66.0,86.0,60,51,58.0,80.0,52.0,57.4,87.8,CBSE ,English,221.0,55.25,72.6,Low
616,Other,CBSE,88.0,86.0,43,58,50.0,71.0,83.0,62.0,0.82,ICSE,English,234.0,58.5,31.41,Low
617,HS,WBCHSE,64.0,66.0,43,51,61.0,53.0,83.0,59.0,0.7771,WBBSE,Bengali,238.0,59.5,29.88855,Low
618,ISC,Council for the Indian School Certificate Examinations,89.0,86.0,52,71,49.0,80.0,74.0,67.0,0.9,Council for the Indian School Certificate Examinations,English,246.0,61.5,33.95,Medium
619,SSCE,CENTRAL BOARD OF SECONDARY EDUCATION,80.0,86.0,54,53,53.0,82.0,56.0,65.0,0.8766,CENTRAL BOARD OF SECONDARY EDUCATION,English,216.0,54.0,32.9383,Low
620,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION ,88.0,86.0,85,90,90.0,81.0,83.0,87.8,0.8928,WEST BENGAL BOARD OF SECONDARY EDUCATION ,Bengali,348.0,87.0,44.346399999999996,High
621,HS,West bengal council of higher secondary education ,65.0,58.0,52,51,51.0,50.0,83.0,55.4,0.78,West bengal board of secondary education ,Bengali,237.0,59.25,28.09,Low
622,HS,NIOS,55.0,45.0,53,61,56.0,80.0,83.0,54.0,76.0,CBSE,English,253.0,63.25,65.0,Medium
623,HS,West Bengal Council Of Higher Secondary Education,70.0,94.0,80,53,68.0,80.0,72.0,76.8,86.14,West Bengal Board of Secondary Education,Bengali,273.0,68.25,81.47,Medium
624,Other,BOSSE,65.0,65.0,75,80,74.0,80.0,70.0,72.8,75.0,ICSE,English,299.0,74.75,73.9,Medium
625,SSCE,Central Board of Secondary education ,81.0,86.0,55,63,78.0,77.0,83.0,70.8,83.0,Council for the Indian School Certificate Examination ,English,279.0,69.75,76.9,Medium
626,ISC,Cisce,72.0,83.0,38,82,76.0,89.0,83.0,80.4,0.78,Cicse,English,279.0,69.75,40.59,Medium
627,HS,W.B.C.H.S.E,70.0,93.0,50,74,60.0,64.0,83.0,72.2,87.0,W.B.B.S.E,Bengali,267.0,66.75,79.6,Medium
628,HS,SENIOR SECONDARY SCHOOL EXAMINATION,60.0,86.0,47,57,56.0,45.0,46.0,53.2,82.2,WBBSE,English,206.0,51.5,67.7,Low
629,HS,INDIAN SCHOOL CERTIFICATE EXAMINATION,99.0,86.0,86,90,94.0,92.0,83.0,92.2,82.2,WBBSE,English,353.0,88.25,87.2,High
630,HS,Higher Secondary Examination,80.0,94.0,62,94,93.0,80.0,83.0,84.6,82.2,WBBSE,English,332.0,83.0,83.4,High
631,HS,AISSCE,89.0,79.0,85,76,67.0,80.0,83.0,79.2,82.2,WBBSE,English,311.0,77.75,80.7,Medium
632,HS,INDIAN SCHOOL CERTIFICATE EXAMINATION,90.0,86.0,74,76,64.0,83.0,83.0,77.4,82.2,WBBSE,English,297.0,74.25,79.80000000000001,Medium
633,HS,"HIGHER SECONDARY EXAMINATION, 2021",81.0,78.0,61,83,81.0,68.0,83.0,78.2,82.2,WBBSE,English,308.0,77.0,80.2,Medium
634,HS,Higher Secondary ,72.0,82.0,57,84,84.0,62.0,83.0,76.8,82.2,WBBSE,English,308.0,77.0,79.5,Medium
635,HS,SENIOR SCHOOL CERTIFICATE EXAMINATION,79.0,86.0,60,66,57.0,80.0,83.0,52.4,82.2,WBBSE,English,266.0,66.5,67.3,Medium
636,HS,SENIOR SCHOOL EXAMINATION,84.0,86.0,46,57,53.0,80.0,74.0,62.8,82.2,WBBSE,English,230.0,57.5,72.5,Low
637,HS," SENIOR SCHOOL CERTIFICATE EXAMINATION (CBSE CLASS XII) , 2021",85.0,64.0,80,82,84.0,80.0,75.0,81.2,82.2,WBBSE,English,321.0,80.25,81.7,High
638,HS,AISSCE,88.0,86.0,84,81,88.0,78.0,83.0,83.8,82.2,WBBSE,English,336.0,84.0,83.0,High
639,HS,All India Senior School Certificate Examination.,89.0,86.0,81,93,82.0,75.0,83.0,84.0,82.2,WBBSE,English,339.0,84.75,83.1,High
640,HS,ISC,96.0,86.0,84,86,84.0,80.0,98.0,89.6,82.2,WBBSE,English,352.0,88.0,85.9,High
641,HS,Senior School Certificate Examination,77.0,86.0,41,54,67.0,54.0,83.0,58.6,82.2,WBBSE,English,245.0,61.25,70.4,Medium
642,HS,INDIAN SCHOOOL CERTIFICATE EXAMINATIONS,96.0,89.0,84,84,91.0,83.0,83.0,88.8,82.2,WBBSE,English,342.0,85.5,85.5,High
643,HS,All India Senior School Certificate Examination,90.0,86.0,91,88,90.0,80.0,86.0,89.0,82.2,WBBSE,English,355.0,88.75,85.6,High
644,HS,wbchse,61.0,80.0,57,83,83.0,80.0,60.0,73.4,82.2,WBBSE,English,283.0,70.75,77.80000000000001,Medium
645,HS,WBCHSE HIGHER SECONDARY EXAMINATION,75.0,85.0,71,67,46.0,80.0,72.0,74.0,82.2,WBBSE,English,256.0,64.0,78.1,Medium
646,HS,CISCE,88.0,86.0,85,82,80.0,80.0,90.0,85.0,82.2,WBBSE,English,337.0,84.25,83.6,High
647,HS,AYON ROY,76.0,86.0,57,54,66.0,80.0,83.0,50.6,82.2,WBBSE,English,260.0,65.0,66.4,Medium
648,HS,ISC 2020,84.0,86.0,73,91,85.0,80.0,83.0,66.6,82.2,WBBSE,English,332.0,83.0,74.4,High
649,HS,HIGHER SECONDARY OF WBCHSE,90.0,78.0,83,91,91.0,84.0,83.0,87.8,82.2,WBBSE,English,348.0,87.0,85.0,High
650,HS,ESITA PATRA,96.0,96.0,90,81,83.0,80.0,88.0,90.6,82.2,WBBSE,English,342.0,85.5,86.4,High
651,HS,All India Senior School Certificate Examination,88.0,86.0,72,80,74.0,80.0,87.0,80.2,82.2,WBBSE,English,313.0,78.25,81.2,Medium
652,HS,CBSE,63.0,86.0,46,56,53.0,80.0,83.0,43.6,82.2,WBBSE,English,238.0,59.5,62.900000000000006,Low
653,HS,W.B.C.H.S.E,72.0,72.0,58,75,75.0,70.0,83.0,72.8,82.2,WBBSE,English,291.0,72.75,77.5,Medium
654,HS,AISSCE(All India Senior School Certificate Examination),94.0,86.0,77,77,83.0,80.0,86.0,83.4,82.2,WBBSE,English,323.0,80.75,82.80000000000001,High
655,HS,HIGHER SECONDARY,84.0,93.0,71,94,94.0,90.0,83.0,91.0,82.2,WBBSE,English,342.0,85.5,86.6,High
656,HS,KOUSTAV CHATTERJEE ,85.0,91.0,96,91,89.0,80.0,99.0,93.2,82.2,WBBSE,English,375.0,93.75,87.7,High
657,HS,Higher Secondary,78.0,76.0,77,74,76.0,80.0,83.0,76.2,82.2,WBBSE,English,310.0,77.5,79.2,Medium
658,HS,ISC,97.0,98.0,90,96,88.0,80.0,95.0,95.2,82.2,WBBSE,English,369.0,92.25,88.7,High
659,HS,WBCHSE,63.0,66.0,54,70,70.0,62.0,83.0,66.2,82.2,WBBSE,English,277.0,69.25,74.2,Medium
660,HS,Higher Secondary(HS) ,76.0,80.0,63,83,83.0,80.0,83.0,77.0,82.2,WBBSE,English,312.0,78.0,79.6,Medium
661,HS,Indian School Certificate Examination (ISC),85.0,86.0,76,66,61.0,61.0,91.0,75.8,82.2,WBBSE,English,294.0,73.5,79.0,Medium
662,HS,INDIAN SCHOOL CERTIFICATE (ISC),82.0,87.0,73,75,77.0,80.0,83.0,78.8,82.2,WBBSE,English,308.0,77.0,80.5,Medium
663,HS,Central Board of Secondary Education,97.0,90.0,60,65,81.0,80.0,91.0,84.8,82.2,WBBSE,English,297.0,74.25,83.5,Medium
664,HS,ISC,97.0,99.0,76,80,79.0,80.0,100.0,91.0,82.2,WBBSE,English,335.0,83.75,86.6,High
665,HS,Higher Secondary Exam,75.0,83.0,68,90,90.0,80.0,90.0,85.6,82.2,WBBSE,English,338.0,84.5,83.9,High
666,HS,Board Exam,95.0,95.0,96,95,91.0,80.0,94.0,95.0,82.2,WBBSE,English,376.0,94.0,88.6,High
667,HS,JAC ,51.0,45.0,38,57,54.0,53.0,83.0,52.0,82.2,WBBSE,English,232.0,58.0,67.1,Low
668,HS,Higher secondary Examination,73.0,72.0,70,80,80.0,80.0,83.0,77.0,82.2,WBBSE,English,313.0,78.25,79.6,Medium
669,HS,HIGHER SECONDARY EXAM,78.0,81.0,92,94,94.0,80.0,83.0,87.8,82.2,WBBSE,English,363.0,90.75,85.0,High
670,HS,Senior School Certificate Examination 2021,93.0,86.0,91,96,96.0,80.0,94.0,94.0,82.2,WBBSE,English,377.0,94.25,88.1,High
671,HS,SATADAL CHAKRAVARTY,61.0,59.0,44,64,64.0,59.0,83.0,61.4,82.2,WBBSE,English,255.0,63.75,71.8,Medium
672,HS,HIGHER SECONDARY,94.0,86.0,77,94,94.0,86.0,83.0,90.8,82.2,WBBSE,English,348.0,87.0,86.5,High
673,HS,SHUBHAM KUMAR ,80.0,91.0,66,65,73.0,80.0,83.0,75.0,82.2,WBBSE,English,287.0,71.75,78.6,Medium
674,HS,INDIAN SCHOOL CERTIFICATE EXAMINATION (CLASS XII),96.0,86.0,96,90,89.0,80.0,99.0,94.0,82.2,WBBSE,English,374.0,93.5,88.1,High
675,HS,ISC,91.0,86.0,83,82,87.0,93.0,83.0,87.2,82.2,WBBSE,English,335.0,83.75,84.7,High
676,HS,Indian School Certificate Examination,85.0,93.0,80,83,82.0,80.0,92.0,87.0,82.2,WBBSE,English,337.0,84.25,84.6,High
677,HS,CBSE,91.0,91.0,71,76,77.0,80.0,84.0,83.8,82.2,WBBSE,English,308.0,77.0,83.0,Medium
678,HS,WBCHSE,82.0,81.0,81,90,90.0,90.0,83.0,86.6,82.2,WBBSE,English,344.0,86.0,84.4,High
679,HS,Higher Secondary Examination,76.0,80.0,75,82,82.0,74.0,83.0,79.0,82.2,WBBSE,English,322.0,80.5,80.6,High
680,HS,ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATION,91.0,84.0,99,97,83.0,80.0,83.0,90.8,82.2,WBBSE,English,362.0,90.5,86.5,High
681,HS,Senior School Certificate Examination,85.0,86.0,96,94,88.0,80.0,97.0,92.0,82.2,WBBSE,English,375.0,93.75,87.1,High
682,HS,BSEB,68.0,42.0,80,58,68.0,80.0,83.0,63.2,82.2,WBBSE,English,289.0,72.25,72.7,Medium
683,HS,ISC Exam,88.0,88.0,79,82,76.0,80.0,83.0,82.6,82.2,WBBSE,English,320.0,80.0,82.4,Medium
684,HS,Senior School Certificate Examination ,92.0,87.0,93,89,90.0,80.0,90.0,90.8,82.2,WBBSE,English,362.0,90.5,86.5,High
685,HS,the higher secondary examination,84.0,76.0,76,86,86.0,73.0,83.0,81.6,82.2,WBBSE,English,331.0,82.75,81.9,High
686,HS,The higher secondary examination,85.0,80.0,73,86,87.0,75.0,83.0,82.6,82.2,WBBSE,English,329.0,82.25,82.4,High
687,HS,Higher Secondary,84.0,82.0,95,93,92.0,68.0,83.0,89.2,82.2,WBBSE,English,363.0,90.75,85.7,High
688,HS,AASHISH RAJ,68.0,86.0,86,75,87.0,80.0,83.0,79.2,82.2,WBBSE,English,331.0,82.75,80.7,High
689,HS,AISSCE,91.0,91.0,85,84,84.0,80.0,87.0,87.6,82.2,WBBSE,English,340.0,85.0,84.9,High
690,HS,HIGHER SECONDARY EXAMINATION,93.0,96.0,97,97,97.0,80.0,94.0,96.2,82.2,WBBSE,English,385.0,96.25,89.2,High
691,HS,Senior School Certificate Examination,92.0,86.0,95,95,94.0,80.0,98.0,94.8,82.2,WBBSE,English,382.0,95.5,88.5,High
692,HS,HIGHER SECONDARY,87.0,92.0,53,92,93.0,88.0,83.0,90.4,82.2,WBBSE,English,321.0,80.25,86.30000000000001,High
693,HS,AGNIV GHOSH ,91.0,88.0,93,86,91.0,91.0,83.0,90.8,82.2,WBBSE,English,353.0,88.25,86.5,High
694,HS,AISSCE,70.0,86.0,58,63,64.0,80.0,68.0,64.6,82.2,WBBSE,English,253.0,63.25,73.4,Medium
695,HS,ISC,87.0,86.0,92,91,83.0,80.0,100.0,90.6,82.2,WBBSE,English,366.0,91.5,86.4,High
696,HS,CBSE,78.0,86.0,60,67,67.0,65.0,83.0,67.4,82.2,WBBSE,English,277.0,69.25,74.80000000000001,Medium
697,HS,West Bengal Council Of Higher Secondary Education,82.0,72.0,70,83,82.0,73.0,83.0,78.4,82.2,WBBSE,English,318.0,79.5,80.30000000000001,Medium
698,HS,ISC,99.0,99.0,96,90,87.0,95.0,83.0,95.8,82.2,WBBSE,English,356.0,89.0,89.0,High
699,HS,CBSE,93.0,86.0,70,71,71.0,80.0,78.0,76.6,82.2,WBBSE,English,290.0,72.5,79.4,Medium
700,HS,Senior School Certificate Examination,93.0,86.0,61,56,57.0,80.0,83.0,53.4,82.2,WBBSE,English,257.0,64.25,67.8,Medium
701,HS,HIGHER SECONDARY,87.0,78.0,72,90,90.0,87.0,83.0,86.4,82.2,WBBSE,English,335.0,83.75,84.30000000000001,High
702,HS,West Bengal Board 12th Examination,76.0,91.0,78,92,91.0,90.0,83.0,88.4,82.2,WBBSE,English,344.0,86.0,85.30000000000001,High
703,HS,ISC,99.0,86.0,94,94,88.0,80.0,100.0,95.0,82.2,WBBSE,English,376.0,94.0,88.6,High
704,HS,INDIAN SCHOOL CERTIFICATE,98.0,86.0,68,79,79.0,80.0,91.0,83.0,82.2,WBBSE,English,317.0,79.25,82.6,Medium
705,HS,West Bengal Council of Higher Secondary Education,88.0,92.0,90,93,93.0,88.0,83.0,91.2,82.2,WBBSE,English,359.0,89.75,86.7,High
706,HS,PRE-DEGREE,98.0,88.0,92,92,97.0,100.0,83.0,95.8,82.2,WBBSE,English,364.0,91.0,89.0,High
707,HS,INDIAN SCHOOL CERTIFICATE EXAMINATION,87.0,86.0,63,84,68.0,80.0,87.0,77.8,82.2,WBBSE,English,302.0,75.5,80.0,Medium
708,HS,ANSHU DAS,94.0,86.0,98,94,93.0,80.0,92.0,94.2,82.2,WBBSE,English,377.0,94.25,88.2,High
709,HS,INDIAN SCHOOL CERTIFICATE EXAMINATION (ISC),90.0,92.0,81,77,87.0,82.0,83.0,86.4,82.2,WBBSE,English,328.0,82.0,84.30000000000001,High
710,HS,AISSCE,84.0,86.0,96,95,96.0,96.0,83.0,93.4,82.2,WBBSE,English,370.0,92.5,87.80000000000001,High
711,HS,HIGHER SECONDARY,86.0,97.0,91,98,98.0,95.0,83.0,95.8,82.2,WBBSE,English,370.0,92.5,89.0,High
712,HS,Higher Secondary,94.0,86.0,97,97,97.0,91.0,83.0,95.2,82.2,WBBSE,English,374.0,93.5,88.7,High
713,HS, Indian School Certificate Examination,81.0,86.0,75,81,78.0,94.0,83.0,81.8,82.2,WBBSE,English,317.0,79.25,82.0,Medium
714,HS,"SENIOR SCHOOL CERTIFICATE EXAMINATION, 2021",93.0,86.0,97,96,95.0,80.0,97.0,95.6,82.2,WBBSE,English,385.0,96.25,88.9,High
715,HS,Higher Secondary (WBCHSE),94.0,90.0,98,98,98.0,80.0,83.0,95.6,82.2,WBBSE,English,377.0,94.25,88.9,High
716,HS,ISC,93.0,93.0,83,80,85.0,80.0,94.0,89.6,82.2,WBBSE,English,342.0,85.5,85.9,High
717,HS,"ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATION, 2019",90.0,86.0,91,91,82.0,80.0,94.0,89.6,82.2,WBBSE,English,358.0,89.5,85.9,High
718,HS, HIGHER SECONDARY EXAMINATION,88.0,82.0,88,90,90.0,90.0,83.0,89.2,82.2,WBBSE,English,351.0,87.75,85.7,High
719,HS,Senior School Certificate Examination,86.0,91.0,60,54,65.0,80.0,83.0,71.2,82.2,WBBSE,English,262.0,65.5,76.7,Medium
720,HS,BSEB,71.0,83.0,52,64,61.0,64.0,83.0,68.6,82.2,WBBSE,English,260.0,65.0,75.4,Medium
721,HS,Senior School Certificate Examination,95.0,86.0,91,90,85.0,80.0,94.0,91.0,82.2,WBBSE,English,360.0,90.0,86.6,High
722,HS,BSEB 12th Board,43.0,100.0,82,73,59.0,80.0,83.0,75.4,82.2,WBBSE,English,297.0,74.25,78.80000000000001,Medium
723,HS,Cbse,88.0,86.0,60,65,68.0,80.0,83.0,56.2,82.2,WBBSE,English,276.0,69.0,69.2,Medium
724,HS,WBCHSE,85.0,85.0,65,85,83.0,70.0,83.0,81.6,82.2,WBBSE,English,316.0,79.0,81.9,Medium
725,HS,Higher secondary ,70.0,90.0,50,91,90.0,87.0,83.0,85.6,82.2,WBBSE,English,314.0,78.5,83.9,Medium
726,HS,"Senior School Certificate Examination, 2021",91.0,86.0,59,84,75.0,80.0,81.0,78.0,82.2,WBBSE,English,299.0,74.75,80.1,Medium
727,HS,HIGHER SECONDARY,86.0,86.0,57,88,88.0,74.0,83.0,84.4,82.2,WBBSE,English,316.0,79.0,83.30000000000001,Medium
728,HS,Higher secondary examination,87.0,82.0,64,88,87.0,71.0,83.0,83.0,82.2,WBBSE,English,322.0,80.5,82.6,High
729,HS,HIGHER SECONDARY EXAMINATION,80.0,91.0,78,92,92.0,72.0,83.0,86.6,82.2,WBBSE,English,345.0,86.25,84.4,High
730,HS,West bengal council of higher secondary exam ,76.0,61.0,64,80,80.0,80.0,83.0,72.2,82.2,WBBSE,English,307.0,76.75,77.2,Medium
